"Date","Patch","Prey","Pred","frat","fcnt","tObs","htime","Density","avgTemp","att","frate"
2013-08-19,"AB","Limpets","Nucella_canaliculata",0,0,136,NA,7.61904761904762,12.22,NA,NA
2013-08-19,"AB","Limpets","Nucella_ostrina",0,0,126,NA,7.61904761904762,12.22,NA,NA
2013-08-19,"AB","Littorina_sitkana","Nucella_canaliculata",0,0,136,NA,20.3174603174603,12.22,NA,NA
2013-08-19,"AB","Littorina_sitkana","Nucella_ostrina",0,0,126,NA,20.3174603174603,12.22,NA,NA
2013-08-19,"AB","Modiolus_modiolus","Nucella_canaliculata",0,0,136,NA,0,12.22,NA,NA
2013-08-19,"AB","Modiolus_modiolus","Nucella_ostrina",0,0,126,NA,0,12.22,NA,NA
2013-08-19,"AB","Mytilus_californianus","Nucella_canaliculata",0,0,136,NA,0,12.22,NA,NA
2013-08-19,"AB","Mytilus_californianus","Nucella_ostrina",0,0,126,NA,0,12.22,NA,NA
2013-08-19,"AB","Mytilus_trossulus","Nucella_canaliculata",0,0,136,NA,49.5238095238095,12.22,NA,NA
2013-08-19,"AB","Mytilus_trossulus","Nucella_ostrina",0,0,126,NA,49.5238095238095,12.22,NA,NA
2013-08-19,"AB","Nucella_ostrina","Nucella_canaliculata",0,0,136,NA,60.9523809523809,12.22,NA,NA
2013-08-19,"AB","Nucella_ostrina","Nucella_ostrina",0,0,126,NA,60.9523809523809,12.22,NA,NA
2013-08-19,"AB","Pollicipes_polymerus","Nucella_canaliculata",0,0,136,NA,0,12.22,NA,NA
2013-08-19,"AB","Pollicipes_polymerus","Nucella_ostrina",0,0,126,NA,0,12.22,NA,NA
2013-08-19,"AB","Semibalanus_cariosus","Nucella_canaliculata",0,0,136,NA,0,12.22,NA,NA
2013-08-19,"AB","Semibalanus_cariosus","Nucella_ostrina",0,0,126,NA,0,12.22,NA,NA
2013-08-19,"AC","Adula_californiensis","Nucella_canaliculata",0,0,1,NA,0,12.22,NA,NA
2013-08-19,"AC","Adula_californiensis","Nucella_ostrina",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AC","Balanus_glandula","Nucella_canaliculata",0,0,1,NA,80071.1111111111,12.22,NA,NA
2013-08-19,"AC","Balanus_glandula","Nucella_ostrina",0,0,8,NA,80071.1111111111,12.22,NA,NA
2013-08-19,"AC","Chthamalus_dalli","Nucella_canaliculata",0,0,1,NA,64,12.22,NA,NA
2013-08-19,"AC","Chthamalus_dalli","Nucella_ostrina",0,0,8,NA,64,12.22,NA,NA
2013-08-19,"AC","Hiatella_arctica","Nucella_canaliculata",0,0,1,NA,0,12.22,NA,NA
2013-08-19,"AC","Hiatella_arctica","Nucella_ostrina",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AC","Limpets","Nucella_canaliculata",0,0,1,NA,45.7142857142857,12.22,NA,NA
2013-08-19,"AC","Limpets","Nucella_ostrina",0,0,8,NA,45.7142857142857,12.22,NA,NA
2013-08-19,"AC","Littorina_sitkana","Nucella_canaliculata",0,0,1,NA,336.507936507937,12.22,NA,NA
2013-08-19,"AC","Littorina_sitkana","Nucella_ostrina",0,0,8,NA,336.507936507937,12.22,NA,NA
2013-08-19,"AC","Modiolus_modiolus","Nucella_canaliculata",0,0,1,NA,0,12.22,NA,NA
2013-08-19,"AC","Modiolus_modiolus","Nucella_ostrina",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AC","Mytilus_californianus","Nucella_canaliculata",0,0,1,NA,0,12.22,NA,NA
2013-08-19,"AC","Mytilus_californianus","Nucella_ostrina",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AC","Mytilus_trossulus","Nucella_canaliculata",0,0,1,NA,2.53968253968254,12.22,NA,NA
2013-08-19,"AC","Mytilus_trossulus","Nucella_ostrina",0,0,8,NA,2.53968253968254,12.22,NA,NA
2013-08-19,"AC","Nucella_ostrina","Nucella_canaliculata",0,0,1,NA,1.26984126984127,12.22,NA,NA
2013-08-19,"AC","Nucella_ostrina","Nucella_ostrina",0,0,8,NA,1.26984126984127,12.22,NA,NA
2013-08-19,"AC","Pollicipes_polymerus","Nucella_canaliculata",0,0,1,NA,0,12.22,NA,NA
2013-08-19,"AC","Pollicipes_polymerus","Nucella_ostrina",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AC","Semibalanus_cariosus","Nucella_canaliculata",0,0,1,NA,0,12.22,NA,NA
2013-08-19,"AC","Semibalanus_cariosus","Nucella_ostrina",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AD","Adula_californiensis","Nucella_canaliculata",0,0,38,NA,0,12.22,NA,NA
2013-08-19,"AD","Adula_californiensis","Nucella_ostrina",0,0,59,NA,0,12.22,NA,NA
2013-08-19,"AD","Balanus_glandula","Nucella_canaliculata",0.407407407407407,11,38,10.9121497594799,88945.7777777778,12.22,4.19752475643343e-07,0.0373352104202448
2013-08-19,"AD","Balanus_glandula","Nucella_ostrina",0.282608695652174,13,59,9.79501502237124,88945.7777777778,12.22,3.24380752622576e-07,0.0288522983381559
2013-08-19,"AD","Chthamalus_dalli","Nucella_canaliculata",0,0,38,NA,206.222222222222,12.22,NA,NA
2013-08-19,"AD","Chthamalus_dalli","Nucella_ostrina",0,0,59,NA,206.222222222222,12.22,NA,NA
2013-08-19,"AD","Hiatella_arctica","Nucella_canaliculata",0,0,38,NA,0,12.22,NA,NA
2013-08-19,"AD","Hiatella_arctica","Nucella_ostrina",0,0,59,NA,0,12.22,NA,NA
2013-08-19,"AD","Limpets","Nucella_canaliculata",0,0,38,NA,21.5873015873016,12.22,NA,NA
2013-08-19,"AD","Limpets","Nucella_ostrina",0,0,59,NA,21.5873015873016,12.22,NA,NA
2013-08-19,"AD","Littorina_sitkana","Nucella_canaliculata",0,0,38,NA,118.095238095238,12.22,NA,NA
2013-08-19,"AD","Littorina_sitkana","Nucella_ostrina",0,0,59,NA,118.095238095238,12.22,NA,NA
2013-08-19,"AD","Modiolus_modiolus","Nucella_canaliculata",0,0,38,NA,0,12.22,NA,NA
2013-08-19,"AD","Modiolus_modiolus","Nucella_ostrina",0,0,59,NA,0,12.22,NA,NA
2013-08-19,"AD","Mytilus_californianus","Nucella_canaliculata",0,0,38,NA,0,12.22,NA,NA
2013-08-19,"AD","Mytilus_californianus","Nucella_ostrina",0,0,59,NA,0,12.22,NA,NA
2013-08-19,"AD","Mytilus_trossulus","Nucella_canaliculata",0,0,38,NA,0,12.22,NA,NA
2013-08-19,"AD","Mytilus_trossulus","Nucella_ostrina",0,0,59,NA,0,12.22,NA,NA
2013-08-19,"AD","Nucella_ostrina","Nucella_canaliculata",0,0,38,NA,3.80952380952381,12.22,NA,NA
2013-08-19,"AD","Nucella_ostrina","Nucella_ostrina",0,0,59,NA,3.80952380952381,12.22,NA,NA
2013-08-19,"AD","Pollicipes_polymerus","Nucella_canaliculata",0,0,38,NA,0,12.22,NA,NA
2013-08-19,"AD","Pollicipes_polymerus","Nucella_ostrina",0,0,59,NA,0,12.22,NA,NA
2013-08-19,"AD","Semibalanus_cariosus","Nucella_canaliculata",0,0,38,NA,0,12.22,NA,NA
2013-08-19,"AD","Semibalanus_cariosus","Nucella_ostrina",0,0,59,NA,0,12.22,NA,NA
2013-08-19,"AE","Adula_californiensis","Nucella_canaliculata",0,0,3,NA,0,12.22,NA,NA
2013-08-19,"AE","Adula_californiensis","Nucella_ostrina",0,0,41,NA,0,12.22,NA,NA
2013-08-19,"AE","Balanus_glandula","Nucella_canaliculata",0,0,3,NA,65251.5555555556,12.22,NA,NA
2013-08-19,"AE","Balanus_glandula","Nucella_ostrina",0.0512820512820513,2,41,14.8530583923943,65251.5555555556,12.22,5.29125425577415e-08,0.00345262571029217
2013-08-19,"AE","Chthamalus_dalli","Nucella_canaliculata",0,0,3,NA,576,12.22,NA,NA
2013-08-19,"AE","Chthamalus_dalli","Nucella_ostrina",0,0,41,NA,576,12.22,NA,NA
2013-08-19,"AE","Hiatella_arctica","Nucella_canaliculata",0,0,3,NA,0,12.22,NA,NA
2013-08-19,"AE","Hiatella_arctica","Nucella_ostrina",0,0,41,NA,0,12.22,NA,NA
2013-08-19,"AE","Limpets","Nucella_canaliculata",0,0,3,NA,110.47619047619,12.22,NA,NA
2013-08-19,"AE","Limpets","Nucella_ostrina",0,0,41,NA,110.47619047619,12.22,NA,NA
2013-08-19,"AE","Littorina_sitkana","Nucella_canaliculata",0,0,3,NA,152.380952380952,12.22,NA,NA
2013-08-19,"AE","Littorina_sitkana","Nucella_ostrina",0,0,41,NA,152.380952380952,12.22,NA,NA
2013-08-19,"AE","Modiolus_modiolus","Nucella_canaliculata",0,0,3,NA,0,12.22,NA,NA
2013-08-19,"AE","Modiolus_modiolus","Nucella_ostrina",0,0,41,NA,0,12.22,NA,NA
2013-08-19,"AE","Mytilus_californianus","Nucella_canaliculata",0,0,3,NA,0,12.22,NA,NA
2013-08-19,"AE","Mytilus_californianus","Nucella_ostrina",0,0,41,NA,0,12.22,NA,NA
2013-08-19,"AE","Mytilus_trossulus","Nucella_canaliculata",0,0,3,NA,0,12.22,NA,NA
2013-08-19,"AE","Mytilus_trossulus","Nucella_ostrina",0,0,41,NA,0,12.22,NA,NA
2013-08-19,"AE","Nucella_ostrina","Nucella_canaliculata",0,0,3,NA,7.61904761904762,12.22,NA,NA
2013-08-19,"AE","Nucella_ostrina","Nucella_ostrina",0,0,41,NA,7.61904761904762,12.22,NA,NA
2013-08-19,"AE","Pollicipes_polymerus","Nucella_canaliculata",0,0,3,NA,0,12.22,NA,NA
2013-08-19,"AE","Pollicipes_polymerus","Nucella_ostrina",0,0,41,NA,0,12.22,NA,NA
2013-08-19,"AE","Semibalanus_cariosus","Nucella_canaliculata",0,0,3,NA,0,12.22,NA,NA
2013-08-19,"AE","Semibalanus_cariosus","Nucella_ostrina",0,0,41,NA,0,12.22,NA,NA
2013-08-19,"AF","Adula_californiensis","Nucella_canaliculata",0,0,5,NA,0,12.22,NA,NA
2013-08-19,"AF","Adula_californiensis","Nucella_ostrina",0,0,23,NA,0,12.22,NA,NA
2013-08-19,"AF","Balanus_glandula","Nucella_canaliculata",0.25,1,5,11.6115567465687,87793.7777777778,12.22,2.45236902769644e-07,0.0215302741446686
2013-08-19,"AF","Balanus_glandula","Nucella_ostrina",0.277777777777778,5,23,15.6396700578783,87793.7777777778,12.22,2.02304794462082e-07,0.017761102168383
2013-08-19,"AF","Chthamalus_dalli","Nucella_canaliculata",0,0,5,NA,526.222222222222,12.22,NA,NA
2013-08-19,"AF","Chthamalus_dalli","Nucella_ostrina",0,0,23,NA,526.222222222222,12.22,NA,NA
2013-08-19,"AF","Hiatella_arctica","Nucella_canaliculata",0,0,5,NA,0,12.22,NA,NA
2013-08-19,"AF","Hiatella_arctica","Nucella_ostrina",0,0,23,NA,0,12.22,NA,NA
2013-08-19,"AF","Limpets","Nucella_canaliculata",0,0,5,NA,10.1587301587302,12.22,NA,NA
2013-08-19,"AF","Limpets","Nucella_ostrina",0,0,23,NA,10.1587301587302,12.22,NA,NA
2013-08-19,"AF","Littorina_sitkana","Nucella_canaliculata",0,0,5,NA,223.492063492063,12.22,NA,NA
2013-08-19,"AF","Littorina_sitkana","Nucella_ostrina",0,0,23,NA,223.492063492063,12.22,NA,NA
2013-08-19,"AF","Modiolus_modiolus","Nucella_canaliculata",0,0,5,NA,0,12.22,NA,NA
2013-08-19,"AF","Modiolus_modiolus","Nucella_ostrina",0,0,23,NA,0,12.22,NA,NA
2013-08-19,"AF","Mytilus_californianus","Nucella_canaliculata",0,0,5,NA,0,12.22,NA,NA
2013-08-19,"AF","Mytilus_californianus","Nucella_ostrina",0,0,23,NA,0,12.22,NA,NA
2013-08-19,"AF","Mytilus_trossulus","Nucella_canaliculata",0,0,5,NA,0,12.22,NA,NA
2013-08-19,"AF","Mytilus_trossulus","Nucella_ostrina",0,0,23,NA,0,12.22,NA,NA
2013-08-19,"AF","Nucella_ostrina","Nucella_canaliculata",0,0,5,NA,0,12.22,NA,NA
2013-08-19,"AF","Nucella_ostrina","Nucella_ostrina",0,0,23,NA,0,12.22,NA,NA
2013-08-19,"AF","Pollicipes_polymerus","Nucella_canaliculata",0,0,5,NA,0,12.22,NA,NA
2013-08-19,"AF","Pollicipes_polymerus","Nucella_ostrina",0,0,23,NA,0,12.22,NA,NA
2013-08-19,"AF","Semibalanus_cariosus","Nucella_canaliculata",0,0,5,NA,0,12.22,NA,NA
2013-08-19,"AF","Semibalanus_cariosus","Nucella_ostrina",0,0,23,NA,0,12.22,NA,NA
2013-08-19,"AG","Adula_californiensis","Nucella_canaliculata",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AG","Adula_californiensis","Nucella_ostrina",0,0,80,NA,0,12.22,NA,NA
2013-08-19,"AG","Balanus_glandula","Nucella_canaliculata",0,0,8,NA,86656,12.22,NA,NA
2013-08-19,"AG","Balanus_glandula","Nucella_ostrina",0.0810810810810811,6,80,10.777688288916,86656,12.22,8.68151007314923e-08,0.0075230493689882
2013-08-19,"AG","Chthamalus_dalli","Nucella_canaliculata",0,0,8,NA,1315.55555555556,12.22,NA,NA
2013-08-19,"AG","Chthamalus_dalli","Nucella_ostrina",0,0,80,NA,1315.55555555556,12.22,NA,NA
2013-08-19,"AG","Hiatella_arctica","Nucella_canaliculata",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AG","Hiatella_arctica","Nucella_ostrina",0,0,80,NA,0,12.22,NA,NA
2013-08-19,"AG","Limpets","Nucella_canaliculata",0,0,8,NA,59.6825396825397,12.22,NA,NA
2013-08-19,"AG","Limpets","Nucella_ostrina",0,0,80,NA,59.6825396825397,12.22,NA,NA
2013-08-19,"AG","Littorina_sitkana","Nucella_canaliculata",0,0,8,NA,306.031746031747,12.22,NA,NA
2013-08-19,"AG","Littorina_sitkana","Nucella_ostrina",0,0,80,NA,306.031746031747,12.22,NA,NA
2013-08-19,"AG","Modiolus_modiolus","Nucella_canaliculata",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AG","Modiolus_modiolus","Nucella_ostrina",0,0,80,NA,0,12.22,NA,NA
2013-08-19,"AG","Mytilus_californianus","Nucella_canaliculata",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AG","Mytilus_californianus","Nucella_ostrina",0,0,80,NA,0,12.22,NA,NA
2013-08-19,"AG","Mytilus_trossulus","Nucella_canaliculata",0,0,8,NA,58.4126984126984,12.22,NA,NA
2013-08-19,"AG","Mytilus_trossulus","Nucella_ostrina",0,0,80,NA,58.4126984126984,12.22,NA,NA
2013-08-19,"AG","Nucella_ostrina","Nucella_canaliculata",0,0,8,NA,7.61904761904762,12.22,NA,NA
2013-08-19,"AG","Nucella_ostrina","Nucella_ostrina",0,0,80,NA,7.61904761904762,12.22,NA,NA
2013-08-19,"AG","Pollicipes_polymerus","Nucella_canaliculata",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AG","Pollicipes_polymerus","Nucella_ostrina",0,0,80,NA,0,12.22,NA,NA
2013-08-19,"AG","Semibalanus_cariosus","Nucella_canaliculata",0,0,8,NA,0,12.22,NA,NA
2013-08-19,"AG","Semibalanus_cariosus","Nucella_ostrina",0,0,80,NA,0,12.22,NA,NA
2013-08-19,"B","Adula_californiensis","Nucella_canaliculata",0,0,317,NA,0,12.22,NA,NA
2013-08-19,"B","Adula_californiensis","Nucella_ostrina",0,0,14,NA,0,12.22,NA,NA
2013-08-19,"B","Balanus_glandula","Nucella_canaliculata",0.235294117647059,60,317,11.5612278551186,153834.666666667,12.22,1.32297882930697e-07,0.0203520007213494
2013-08-19,"B","Balanus_glandula","Nucella_ostrina",0.272727272727273,3,14,9.9220972876435,153834.666666667,12.22,1.78677914038936e-07,0.027486857346875
2013-08-19,"B","Chthamalus_dalli","Nucella_canaliculata",0,0,317,NA,0,12.22,NA,NA
2013-08-19,"B","Chthamalus_dalli","Nucella_ostrina",0,0,14,NA,0,12.22,NA,NA
2013-08-19,"B","Hiatella_arctica","Nucella_canaliculata",0,0,317,NA,0,12.22,NA,NA
2013-08-19,"B","Hiatella_arctica","Nucella_ostrina",0,0,14,NA,0,12.22,NA,NA
2013-08-19,"B","Limpets","Nucella_canaliculata",0,0,317,NA,265.396825396825,12.22,NA,NA
2013-08-19,"B","Limpets","Nucella_ostrina",0,0,14,NA,265.396825396825,12.22,NA,NA
2013-08-19,"B","Littorina_sitkana","Nucella_canaliculata",0,0,317,NA,90.1587301587302,12.22,NA,NA
2013-08-19,"B","Littorina_sitkana","Nucella_ostrina",0,0,14,NA,90.1587301587302,12.22,NA,NA
2013-08-19,"B","Modiolus_modiolus","Nucella_canaliculata",0,0,317,NA,0,12.22,NA,NA
2013-08-19,"B","Modiolus_modiolus","Nucella_ostrina",0,0,14,NA,0,12.22,NA,NA
2013-08-19,"B","Mytilus_californianus","Nucella_canaliculata",0,0,317,NA,0,12.22,NA,NA
2013-08-19,"B","Mytilus_californianus","Nucella_ostrina",0,0,14,NA,0,12.22,NA,NA
2013-08-19,"B","Mytilus_trossulus","Nucella_canaliculata",0.00784313725490196,2,317,17.608991871155,284.444444444444,12.22,1.56587779774789e-06,0.000445405240248289
2013-08-19,"B","Mytilus_trossulus","Nucella_ostrina",0,0,14,NA,284.444444444444,12.22,NA,NA
2013-08-19,"B","Nucella_ostrina","Nucella_canaliculata",0,0,317,NA,132.063492063492,12.22,NA,NA
2013-08-19,"B","Nucella_ostrina","Nucella_ostrina",0,0,14,NA,132.063492063492,12.22,NA,NA
2013-08-19,"B","Pollicipes_polymerus","Nucella_canaliculata",0,0,317,NA,0,12.22,NA,NA
2013-08-19,"B","Pollicipes_polymerus","Nucella_ostrina",0,0,14,NA,0,12.22,NA,NA
2013-08-19,"B","Semibalanus_cariosus","Nucella_canaliculata",0,0,317,NA,0,12.22,NA,NA
2013-08-19,"B","Semibalanus_cariosus","Nucella_ostrina",0,0,14,NA,0,12.22,NA,NA
2013-08-19,"BB","Adula_californiensis","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BB","Adula_californiensis","Nucella_ostrina",0,0,17,NA,0,12.22,NA,NA
2013-08-19,"BB","Balanus_glandula","Nucella_canaliculata",0,0,0,NA,161856,12.22,NA,NA
2013-08-19,"BB","Balanus_glandula","Nucella_ostrina",0.416666666666667,5,17,13.3748240974127,161856,12.22,1.92473913154195e-07,0.0311530576874854
2013-08-19,"BB","Chthamalus_dalli","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BB","Chthamalus_dalli","Nucella_ostrina",0,0,17,NA,0,12.22,NA,NA
2013-08-19,"BB","Hiatella_arctica","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BB","Hiatella_arctica","Nucella_ostrina",0,0,17,NA,0,12.22,NA,NA
2013-08-19,"BB","Limpets","Nucella_canaliculata",0,0,0,NA,11.4285714285714,12.22,NA,NA
2013-08-19,"BB","Limpets","Nucella_ostrina",0,0,17,NA,11.4285714285714,12.22,NA,NA
2013-08-19,"BB","Littorina_sitkana","Nucella_canaliculata",0,0,0,NA,365.714285714286,12.22,NA,NA
2013-08-19,"BB","Littorina_sitkana","Nucella_ostrina",0,0,17,NA,365.714285714286,12.22,NA,NA
2013-08-19,"BB","Modiolus_modiolus","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BB","Modiolus_modiolus","Nucella_ostrina",0,0,17,NA,0,12.22,NA,NA
2013-08-19,"BB","Mytilus_californianus","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BB","Mytilus_californianus","Nucella_ostrina",0,0,17,NA,0,12.22,NA,NA
2013-08-19,"BB","Mytilus_trossulus","Nucella_canaliculata",0,0,0,NA,125.714285714286,12.22,NA,NA
2013-08-19,"BB","Mytilus_trossulus","Nucella_ostrina",0,0,17,NA,125.714285714286,12.22,NA,NA
2013-08-19,"BB","Nucella_ostrina","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BB","Nucella_ostrina","Nucella_ostrina",0,0,17,NA,0,12.22,NA,NA
2013-08-19,"BB","Pollicipes_polymerus","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BB","Pollicipes_polymerus","Nucella_ostrina",0,0,17,NA,0,12.22,NA,NA
2013-08-19,"BB","Semibalanus_cariosus","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BB","Semibalanus_cariosus","Nucella_ostrina",0,0,17,NA,0,12.22,NA,NA
2013-08-19,"BC","Adula_californiensis","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BC","Adula_californiensis","Nucella_ostrina",0,0,22,NA,0,12.22,NA,NA
2013-08-19,"BC","Balanus_glandula","Nucella_canaliculata",0,0,0,NA,126720,12.22,NA,NA
2013-08-19,"BC","Balanus_glandula","Nucella_ostrina",0.466666666666667,7,22,10.6344621717718,126720,12.22,3.4629489232048e-07,0.0438824887548512
2013-08-19,"BC","Chthamalus_dalli","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BC","Chthamalus_dalli","Nucella_ostrina",0,0,22,NA,0,12.22,NA,NA
2013-08-19,"BC","Hiatella_arctica","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BC","Hiatella_arctica","Nucella_ostrina",0,0,22,NA,0,12.22,NA,NA
2013-08-19,"BC","Limpets","Nucella_canaliculata",0,0,0,NA,323.809523809524,12.22,NA,NA
2013-08-19,"BC","Limpets","Nucella_ostrina",0,0,22,NA,323.809523809524,12.22,NA,NA
2013-08-19,"BC","Littorina_sitkana","Nucella_canaliculata",0,0,0,NA,838.095238095237,12.22,NA,NA
2013-08-19,"BC","Littorina_sitkana","Nucella_ostrina",0,0,22,NA,838.095238095237,12.22,NA,NA
2013-08-19,"BC","Modiolus_modiolus","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BC","Modiolus_modiolus","Nucella_ostrina",0,0,22,NA,0,12.22,NA,NA
2013-08-19,"BC","Mytilus_californianus","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BC","Mytilus_californianus","Nucella_ostrina",0,0,22,NA,0,12.22,NA,NA
2013-08-19,"BC","Mytilus_trossulus","Nucella_canaliculata",0,0,0,NA,15.2380952380952,12.22,NA,NA
2013-08-19,"BC","Mytilus_trossulus","Nucella_ostrina",0,0,22,NA,15.2380952380952,12.22,NA,NA
2013-08-19,"BC","Nucella_ostrina","Nucella_canaliculata",0,0,0,NA,11.4285714285714,12.22,NA,NA
2013-08-19,"BC","Nucella_ostrina","Nucella_ostrina",0,0,22,NA,11.4285714285714,12.22,NA,NA
2013-08-19,"BC","Pollicipes_polymerus","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BC","Pollicipes_polymerus","Nucella_ostrina",0,0,22,NA,0,12.22,NA,NA
2013-08-19,"BC","Semibalanus_cariosus","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BC","Semibalanus_cariosus","Nucella_ostrina",0,0,22,NA,0,12.22,NA,NA
2013-08-19,"BD","Adula_californiensis","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BD","Adula_californiensis","Nucella_ostrina",0,0,1,NA,0,12.22,NA,NA
2013-08-19,"BD","Balanus_glandula","Nucella_canaliculata",0,0,0,NA,111488,12.22,NA,NA
2013-08-19,"BD","Balanus_glandula","Nucella_ostrina",0,0,1,NA,111488,12.22,NA,NA
2013-08-19,"BD","Chthamalus_dalli","Nucella_canaliculata",0,0,0,NA,224,12.22,NA,NA
2013-08-19,"BD","Chthamalus_dalli","Nucella_ostrina",0,0,1,NA,224,12.22,NA,NA
2013-08-19,"BD","Hiatella_arctica","Nucella_canaliculata",0,0,0,NA,0,12.22,NA,NA
2013-08-19,"BD","Hiatella_arctica","Nucella_ostrina",0,0,1,NA,0,12.22,NA,NA
2013-08-19,"BD","Limpets","Nucella_canaliculata",0,0,0,NA,4600,12.22,NA,NA
2013-08-19,"BD","Limpets","Nucella_ostrina",0,0,1,NA,4600,12.22,NA,NA
