"Date","TrueDate","CensusID","Counter","Site","Area","Type","Height_rel_MLLW_cm","ObservationType","TimeStart","TimeEnd","AreaCovered","CensusComments"
2013-10-07,2013-10-07,1586274792,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 21:49:00","1899-12-30 21:51:00",100,"low mussel set"
2013-10-07,2013-10-07,-2006238499,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 21:55:00","1899-12-30 22:06:00",100,"good mussel set"
2013-10-07,2013-10-07,-709721673,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 22:08:00","1899-12-30 22:19:00",100,"very low mussel set"
2013-10-07,2013-10-07,-499408443,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 20:26:00","1899-12-30 21:00:00",33,"very high mussel set + Pollicipes"
2013-10-07,2013-10-07,-554449746,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 22:20:00","1899-12-30 22:23:00",100,"very low mussel set"
2013-10-07,2013-10-07,-1835385993,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 22:35:00","1899-12-30 22:40:00",100,"very low mussel set"
2013-10-07,2013-10-07,-1607355057,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 22:24:00","1899-12-30 22:34:00",100,"very low mussel set"
2013-10-07,2013-10-07,-570929925,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 19:54:00","1899-12-30 20:04:00",100,"good mussel set"
2013-10-07,2013-10-07,-191842561,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 19:41:00","1899-12-30 19:46:00",100,"very low mussel set"
2013-10-07,2013-10-07,-1176127466,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 20:05:00","1899-12-30 20:18:00",100,"good mussel set"
2013-10-07,2013-10-07,-1619209324,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 20:18:00","1899-12-30 20:23:00",100,"low mussel set; patches of Ulva and Porphyra"
2013-10-07,2013-10-07,427754720,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 21:01:00","1899-12-30 21:16:00",100,"good mussel set; lots of sand.  Shells eaten by oystercatchers:  Nc: 12,11,12,12. No: 11"
2013-10-07,2013-10-08,-815584112,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 21:05:00","1899-12-30 21:33:00",100,"good mussel set"
2013-10-07,2013-10-08,-517065848,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 21:34:00","1899-12-30 21:41:00",100,"low mussel set; Pollicipes set"
2013-10-07,2013-10-08,1515330521,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 21:45:00","1899-12-30 21:49:00",100,"very low mussel set"
2013-10-07,2013-10-08,-1871203213,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 21:41:00","1899-12-30 21:45:00",100,"low mussel set; Porphyra abundant"
2013-11-04,2013-11-04,1121641862,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 16:36:00","1899-12-30 16:42:00",100,""
2013-11-04,2013-11-04,861403241,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 17:30:00","1899-12-30 17:42:00",100,""
2013-11-04,2013-11-04,-371051175,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 17:43:00","1899-12-30 17:58:00",100,""
2013-11-04,2013-11-04,1020876843,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 18:02:00","1899-12-30 18:20:00",100,""
2013-11-04,2013-11-04,706265250,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 18:20:00","1899-12-30 18:26:00",100,""
2013-11-04,2013-11-04,14946081,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 18:26:00","1899-12-30 18:38:00",100,""
2013-11-04,2013-11-04,-891223261,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 18:38:00","1899-12-30 19:03:00",100,""
2013-11-04,2013-11-04,615574814,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 16:50:00","1899-12-30 17:09:00",80,"All but top-left \"pool\" area surveyed.  Major disturbance happened.  Most barnacles (and mussels) have sloughed off.  One Pisaster (120 arm length; center to tip)."
2013-11-04,2013-11-04,886189817,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 19:04:00","1899-12-30 19:08:00",100,""
2013-11-04,2013-11-04,-785462864,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 19:08:00","1899-12-30 19:15:00",100,""
2013-11-04,2013-11-04,-59609843,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 19:15:00","1899-12-30 19:20:00",100,""
2013-11-04,2013-11-04,-1493389821,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 19:20:00","1899-12-30 19:30:00",100,""
2013-11-04,2013-11-04,-1266131144,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 19:30:00","1899-12-30 19:41:00",100,""
2013-11-04,2013-11-04,1420486894,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 16:30:00","1899-12-30 16:35:00",100,""
2013-11-04,2013-11-04,77572594,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 16:44:00","1899-12-30 16:49:00",100,""
2013-11-04,2013-11-04,-546066669,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 17:15:00","1899-12-30 17:24:00",100,""
2013-11-04,2013-11-04,-1493693539,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 17:10:00","1899-12-30 17:15:00",100,""
2013-11-04,2013-11-04,-75128189,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 17:25:00","1899-12-30 17:30:00",100,""
2013-12-03,2013-12-03,-2076978064,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 16:30:00","1899-12-30 16:35:00",100,""
2013-12-03,2013-12-03,-867768471,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 17:26:00","1899-12-30 17:36:00",100,""
2013-12-03,2013-12-03,1241929950,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 17:12:00","1899-12-30 17:19:00",100,"Nc 12 eaten by oystercatcher"
2013-12-03,2013-12-03,-375367798,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 18:00:00","1899-12-30 18:16:00",100,""
2013-12-03,2013-12-03,-2036670050,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 17:55:00","1899-12-30 18:00:00",100,""
2013-12-03,2013-12-03,2093852207,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 17:39:00","1899-12-30 17:54:00",100,""
2013-12-03,2013-12-03,-599639799,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 18:18:00","1899-12-30 18:28:00",100,""
2013-12-03,2013-12-03,-1769172962,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 16:36:00","1899-12-30 16:52:00",100,""
2013-12-03,2013-12-03,1945987613,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 18:30:00","1899-12-30 18:38:00",100,""
2013-12-03,2013-12-03,-1733727219,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 18:49:00","1899-12-30 18:52:00",100,""
2013-12-03,2013-12-03,-631642489,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 18:43:00","1899-12-30 18:48:00",100,""
2013-12-03,2013-12-03,-98084462,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 19:05:00","1899-12-30 19:15:00",100,""
2013-12-03,2013-12-03,-1262595192,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 18:53:00","1899-12-30 19:05:00",100,""
2013-12-03,2013-12-03,1119831208,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 16:52:00","1899-12-30 17:02:00",100,""
2013-12-03,2013-12-03,-777788129,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 16:10:00","1899-12-30 16:17:00",100,""
2013-12-03,2013-12-03,-1011787079,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 16:22:00","1899-12-30 16:29:00",100,""
2013-12-03,2013-12-03,-1565587750,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 16:18:00","1899-12-30 16:22:00",100,""
2013-12-03,2013-12-03,-1054137512,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 17:03:00","1899-12-30 17:12:00",100,""
2014-01-29,2014-01-29,1907112123,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 16:09:00","1899-12-30 16:16:00",100,""
2014-01-29,2014-01-29,449689365,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 15:45:00","1899-12-30 15:49:00",100,""
2014-01-29,2014-01-29,1619418182,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 15:39:00","1899-12-30 15:43:00",100,""
2014-01-29,2014-01-29,-563034215,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 15:20:00","1899-12-30 15:32:00",100,""
2014-01-29,2014-01-29,-435157327,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 15:00:00","1899-12-30 15:05:00",100,""
2014-01-29,2014-01-29,1165311642,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 15:33:00","1899-12-30 15:38:00",100,""
2014-01-29,2014-01-29,2133814150,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 14:51:00","1899-12-30 14:59:00",100,""
2014-01-29,2014-01-29,-98440835,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 16:16:00","1899-12-30 16:24:00",100,"including pool area"
2014-01-29,2014-01-29,997923293,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 14:46:00","1899-12-30 14:50:00",100,""
2014-01-29,2014-01-29,-1737889085,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 15:06:00","1899-12-30 15:10:00",100,""
2014-01-29,2014-01-29,-349239577,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 16:27:00","1899-12-30 16:30:00",100,"No whelks"
2014-01-29,2014-01-29,1944478975,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 15:11:00","1899-12-30 15:13:00",100,""
2014-01-29,2014-01-29,-1384248030,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 15:13:00","1899-12-30 15:19:00",100,""
2014-01-29,2014-01-29,1501890166,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 16:04:00","1899-12-30 16:08:00",100,""
2014-01-29,2014-01-29,-625962025,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 14:40:00","1899-12-30 14:45:00",100,""
2014-01-29,2014-01-29,-1440311862,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 15:57:00","1899-12-30 16:03:00",100,"3 Nc eggs!"
2014-01-29,2014-01-29,-527913234,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 14:35:00","1899-12-30 14:40:00",100,"No whelks"
2014-01-29,2014-01-29,-1924399812,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 15:52:00","1899-12-30 15:56:00",100,""
2014-02-27,2014-02-27,238534812,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 16:34:00","1899-12-30 16:41:00",100,""
2014-02-27,2014-02-27,1341175200,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 17:16:00","1899-12-30 17:19:00",100,"No whelks"
2014-02-27,2014-02-27,952465123,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 18:33:00","1899-12-30 18:37:00",100,""
2014-02-27,2014-02-27,658395390,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 17:42:00","1899-12-30 17:58:00",100,"6 Nc eggs"
2014-02-27,2014-02-27,1049839253,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 17:59:00","1899-12-30 18:05:00",100,""
2014-02-27,2014-02-27,1072212164,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 18:26:00","1899-12-30 18:33:00",100,""
2014-02-27,2014-02-27,-330117794,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 18:06:00","1899-12-30 18:17:00",100,"2 eggs"
2014-02-27,2014-02-27,-1256099937,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 16:42:00","1899-12-30 16:53:00",80,""
2014-02-27,2014-02-27,1152492154,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 18:18:00","1899-12-30 18:25:00",100,""
2014-02-27,2014-02-27,1306795801,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 17:34:00","1899-12-30 17:41:00",100,""
2014-02-27,2014-02-27,-1736594143,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 17:20:00","1899-12-30 17:25:00",100,""
2014-02-27,2014-02-27,649691052,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 17:25:00","1899-12-30 17:28:00",NA,"No whelks"
2014-02-27,2014-02-27,105904445,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 17:29:00","1899-12-30 17:33:00",100,""
2014-02-27,2014-02-27,1392018590,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 16:55:00","1899-12-30 17:01:00",100,""
2014-02-27,2014-02-27,1666446111,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 18:43:00","1899-12-30 18:47:00",100,""
2014-02-27,2014-02-27,757140301,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 17:02:00","1899-12-30 17:08:00",100,""
2014-02-27,2014-02-27,-415145015,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 18:38:00","1899-12-30 18:42:00",100,""
2014-02-27,2014-02-27,-613748183,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 17:09:00","1899-12-30 17:15:00",100,""
2014-04-03,2014-04-03,-1460662532,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 07:58:00","1899-12-30 08:06:00",100,""
2014-04-03,2014-04-03,-1685632223,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 09:32:00","1899-12-30 09:41:00",100,""
2014-04-03,2014-04-03,-1718344556,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 07:26:00","1899-12-30 07:29:00",100,""
2014-04-03,2014-04-03,433364404,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 09:42:00","1899-12-30 10:01:00",100,"10 No eggs"
2014-04-03,2014-04-03,1452163006,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 10:02:00","1899-12-30 10:07:00",100,""
2014-04-03,2014-04-03,5066880,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 07:13:00","1899-12-30 07:25:00",100,""
2014-04-03,2014-04-03,-1093451742,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 06:55:00","1899-12-30 07:12:00",100,""
2014-04-03,2014-04-03,1228446380,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 08:06:00","1899-12-30 09:20:00",80,"whelks in pool not surveyed"
2014-04-03,2014-04-03,157855317,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 06:43:00","1899-12-30 06:55:00",100,""
2014-04-03,2014-04-03,241129454,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 10:08:00","1899-12-30 10:14:00",100,""
2014-04-03,2014-04-03,1171450965,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 10:14:00","1899-12-30 10:18:00",100,""
2014-04-03,2014-04-03,-156034018,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 10:18:00","1899-12-30 10:20:00",100,""
2014-04-03,2014-04-03,-1661368115,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 10:20:00","1899-12-30 10:29:00",100,""
2014-04-03,2014-04-03,-1919289251,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 07:48:00","1899-12-30 07:57:00",100,""
2014-04-03,2014-04-03,1151996303,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 06:37:00","1899-12-30 06:42:00",100,""
2014-04-03,2014-04-03,-1676836243,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 07:39:00","1899-12-30 07:47:00",100,""
2014-04-03,2014-04-03,-550991077,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 06:26:00","1899-12-30 06:37:00",100,""
2014-04-03,2014-04-03,1050095547,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 07:21:00","1899-12-30 07:39:00",100,""
2014-05-01,2014-05-01,-704199764,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 07:06:00","1899-12-30 07:52:00",100,""
2014-05-01,2014-05-01,-996033913,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 06:07:00","1899-12-30 06:21:00",100,""
2014-05-01,2014-05-01,1989989668,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 09:48:00","1899-12-30 10:12:00",100,""
